44.875	-67.125
44.75	-67.25
44.875	-67.25
45	-67.25
45.125	-67.25
44.625	-67.375
44.875	-67.375
45.125	-67.375
44.625	-67.5
44.75	-67.5
44.875	-67.5
45	-67.5
45.125	-67.5
45.25	-67.5
45.375	-67.5
45.5	-67.5
44.625	-67.625
44.875	-67.625
45.125	-67.625
45.375	-67.625
45.625	-67.625
44.625	-67.75
44.75	-67.75
44.875	-67.75
45	-67.75
45.125	-67.75
45.25	-67.75
45.375	-67.75
45.5	-67.75
45.625	-67.75
44.625	-67.875
44.875	-67.875
45.125	-67.875
45.375	-67.875
45.625	-67.875
45.875	-67.875
46.125	-67.875
46.375	-67.875
46.625	-67.875
46.875	-67.875
44.5	-68
44.625	-68
44.75	-68
44.875	-68
45	-68
45.125	-68
45.25	-68
45.375	-68
45.5	-68
45.625	-68
45.75	-68
45.875	-68
46	-68
46.125	-68
46.25	-68
46.375	-68
46.5	-68
46.625	-68
46.75	-68
46.875	-68
47	-68
47.125	-68
44.625	-68.125
44.875	-68.125
45.125	-68.125
45.375	-68.125
45.625	-68.125
45.875	-68.125
46.125	-68.125
46.375	-68.125
46.625	-68.125
46.875	-68.125
47.125	-68.125
44.375	-68.25
44.5	-68.25
44.625	-68.25
44.75	-68.25
44.875	-68.25
45	-68.25
45.125	-68.25
45.25	-68.25
45.375	-68.25
45.5	-68.25
45.625	-68.25
45.75	-68.25
45.875	-68.25
46	-68.25
46.125	-68.25
46.25	-68.25
46.375	-68.25
46.5	-68.25
46.625	-68.25
46.75	-68.25
46.875	-68.25
47	-68.25
47.125	-68.25
47.25	-68.25
44.375	-68.375
44.625	-68.375
44.875	-68.375
45.125	-68.375
45.375	-68.375
45.625	-68.375
45.875	-68.375
46.125	-68.375
46.375	-68.375
46.625	-68.375
46.875	-68.375
47.125	-68.375
44.375	-68.5
44.5	-68.5
44.625	-68.5
44.75	-68.5
44.875	-68.5
45	-68.5
45.125	-68.5
45.25	-68.5
45.375	-68.5
45.5	-68.5
45.625	-68.5
45.75	-68.5
45.875	-68.5
46	-68.5
46.125	-68.5
46.25	-68.5
46.375	-68.5
46.5	-68.5
46.625	-68.5
46.75	-68.5
46.875	-68.5
47	-68.5
47.125	-68.5
47.25	-68.5
44.375	-68.625
44.625	-68.625
44.875	-68.625
45.125	-68.625
45.375	-68.625
45.625	-68.625
45.875	-68.625
46.125	-68.625
46.375	-68.625
46.625	-68.625
46.875	-68.625
47.125	-68.625
44.375	-68.75
44.5	-68.75
44.625	-68.75
44.75	-68.75
44.875	-68.75
45	-68.75
45.125	-68.75
45.25	-68.75
45.375	-68.75
45.5	-68.75
45.625	-68.75
45.75	-68.75
45.875	-68.75
46	-68.75
46.125	-68.75
46.25	-68.75
46.375	-68.75
46.5	-68.75
46.625	-68.75
46.75	-68.75
46.875	-68.75
47	-68.75
47.125	-68.75
44.625	-68.875
44.875	-68.875
45.125	-68.875
45.375	-68.875
45.625	-68.875
45.875	-68.875
46.125	-68.875
46.375	-68.875
46.625	-68.875
46.875	-68.875
47.125	-68.875
44.375	-69
44.5	-69
44.625	-69
44.75	-69
44.875	-69
45	-69
45.125	-69
45.25	-69
45.375	-69
45.5	-69
45.625	-69
45.75	-69
45.875	-69
46	-69
46.125	-69
46.25	-69
46.375	-69
46.5	-69
46.625	-69
46.75	-69
46.875	-69
47	-69
47.125	-69
44.125	-69.125
44.375	-69.125
44.625	-69.125
44.875	-69.125
45.125	-69.125
45.375	-69.125
45.625	-69.125
45.875	-69.125
46.125	-69.125
46.375	-69.125
46.625	-69.125
46.875	-69.125
47.125	-69.125
47.375	-69.125
44	-69.25
44.125	-69.25
44.25	-69.25
44.375	-69.25
44.5	-69.25
44.625	-69.25
44.75	-69.25
44.875	-69.25
45	-69.25
45.125	-69.25
45.25	-69.25
45.375	-69.25
45.5	-69.25
45.625	-69.25
45.75	-69.25
45.875	-69.25
46	-69.25
46.125	-69.25
46.25	-69.25
46.375	-69.25
46.5	-69.25
46.625	-69.25
46.75	-69.25
46.875	-69.25
47	-69.25
